110
483	400	0.993029
331	317	0.99462
466	400	0.994822
84	59	0.998542
374	272	0.999355
268	230	0.994083
475	285	0.992827
137	83	0.9944
325	199	0.997659
345	231	0.997527
285	202	0.994066
197	135	0.995896
223	165	0.994681
68	51	0.991511
128	98	0.999116
79	77	0.998303
166	137	0.996786
384	357	0.992019
116	87	0.996795
150	136	0.992002
248	216	0.994822
415	258	0.998895
214	147	0.999302
341	281	0.993371
386	344	0.994717
210	154	0.99411
277	262	0.99616
186	145	0.993503
293	189	0.996751
410	309	0.991993
324	277	0.993222
204	162	0.991598
494	391	0.993635
80	52	0.997562
324	217	0.993802
325	214	0.994734
180	164	0.995033
317	202	0.997906
483	385	0.999929
293	271	0.996715
315	306	0.991283
184	134	0.991905
133	87	0.995535
50	40	0.998401
462	305	0.998612
436	360	0.991914
356	231	0.992748
128	99	0.999593
116	97	0.992801
416	318	0.998824
51	50	0.996231
320	271	0.99513
396	333	0.992757
99	92	0.99166
191	179	0.993205
406	384	0.999363
388	365	0.999231
94	67	0.995579
416	349	0.991897
491	339	0.999231
114	84	0.991598
360	275	0.994831
288	244	0.99173
489	434	0.995007
105	102	0.992423
119	95	0.997553
448	390	0.997924
201	166	0.994365
87	68	0.991791
116	108	0.993459
90	83	0.99587
176	148	0.996372
271	176	0.997421
121	110	0.996901
342	273	0.993987
263	167	0.99462
376	282	0.999929
326	226	0.994611
395	343	0.997924
424	308	0.997227
315	270	0.992906
302	281	0.992072
364	257	0.996134
469	331	0.994646
270	262	0.998621
441	406	0.995544
144	137	0.992344
379	358	0.995826
323	313	0.997527
51	37	0.99506
224	196	0.99123
455	274	0.998047
99	86	0.998913
474	317	0.99194
477	398	0.996663
399	367	0.999505
70	50	0.9936
125	96	0.997121
360	222	0.997597
180	172	0.998577
253	187	0.998586
233	182	0.994831
364	306	0.992493
65	62	0.992397
329	228	0.993363
55	44	0.994479
171	121	0.992643
449	279	0.996433
181	163	0.996486
202	127	0.997086
