65
316	72	0.958758
209	33	0.933679
481	125	0.980411
289	223	0.951745
394	154	0.99376
122	54	0.960909
157	19	0.933318
325	83	0.969637
126	61	0.954028
500	212	0.953291
295	197	0.996914
260	153	0.945807
399	36	0.970536
237	24	0.981397
150	53	0.988323
453	88	0.990693
327	145	0.946245
335	240	0.942305
227	27	0.94705
495	204	0.989851
362	82	0.943908
146	25	0.973391
283	76	0.936859
347	71	0.984968
416	158	0.928283
110	52	0.959277
476	192	0.977914
85	61	0.98512
410	153	0.966719
344	188	0.973993
71	55	0.939034
184	59	0.945295
300	115	0.970986
391	275	0.987178
273	126	0.982383
233	109	0.95787
200	193	0.974444
342	105	0.958388
345	187	0.937583
348	96	0.934257
316	181	0.93015
189	16	0.929504
112	52	0.93051
109	49	0.938308
149	60	0.990616
418	121	0.968738
137	53	0.969112
331	68	0.964928
399	278	0.953439
199	19	0.972714
168	110	0.968439
444	132	0.967915
165	108	0.932886
349	192	0.97565
120	95	0.999073
399	167	0.980411
451	379	0.986949
358	314	0.986491
451	221	0.955725
445	403	0.959425
298	207	0.968888
158	144	0.95787
158	78	0.952555
180	48	0.994836
263	165	0.946465
