6500
476	316	0.999894
476	322	0.999751
476	225	0.999729
476	235	0.999685
476	352	0.999613
476	432	0.999829
476	388	0.999615
476	185	0.999888
476	180	0.999961
476	232	0.999866
476	305	0.999773
476	184	0.999666
476	416	0.999952
476	199	0.999775
476	254	0.999601
476	218	0.999865
476	123	0.999597
476	468	0.999998
476	467	0.999736
476	212	0.999909
476	346	0.99963
476	367	0.999873
476	125	0.999728
476	194	0.999974
476	447	0.99989
476	325	0.999918
476	407	0.999989
476	337	0.999844
476	437	0.999637
476	415	0.999922
476	134	0.999595
476	396	0.999818
476	231	0.999816
476	458	0.999887
476	151	0.999644
476	191	0.999692
476	396	0.999948
476	400	0.999929
476	418	0.99966
476	157	0.999703
476	430	0.999975
476	314	0.999938
476	264	0.999897
476	402	0.999909
476	418	0.999656
476	417	0.999901
476	387	0.999674
476	454	0.999907
476	124	0.999689
476	343	0.999793
476	242	0.999632
476	158	0.999751
476	270	0.999599
476	294	0.999629
476	412	0.999886
476	436	0.999991
476	271	0.99993
476	146	0.999905
476	399	0.99963
476	398	0.999647
476	427	0.999731
476	206	0.999755
476	124	0.99963
476	166	0.999813
476	156	0.999616
476	359	0.999703
476	337	0.999922
476	281	0.999877
476	389	0.99975
476	367	0.999848
476	205	0.999775
476	182	0.999871
476	462	0.999679
476	416	0.99963
476	459	0.999674
476	175	0.999966
476	345	0.999888
476	316	0.999832
476	462	0.999728
476	350	0.999755
476	468	0.999889
476	306	0.999699
476	468	0.999935
476	402	0.999925
476	451	0.999681
476	330	0.999822
476	341	0.999747
476	175	0.999843
476	182	0.999719
476	381	0.999676
476	145	0.99969
476	258	0.999755
476	360	0.999964
476	165	0.999864
476	351	0.999907
476	299	0.999682
476	224	0.999755
476	432	0.999804
476	415	0.999762
476	473	0.999879
476	272	0.999949
476	151	0.99993
476	465	0.999681
476	145	0.999624
476	367	0.999986
476	411	0.999866
476	166	0.999628
476	213	0.999818
476	191	0.999917
476	317	0.999665
476	229	0.999651
476	256	0.999905
476	374	0.999979
476	403	0.999957
476	317	0.999806
476	135	0.999846
476	235	0.999818
476	355	0.999768
476	126	0.999598
476	178	0.999777
476	235	0.999977
476	177	0.999696
476	180	0.999636
476	409	0.999694
476	189	0.999837
476	283	0.999682
476	165	0.999917
476	310	0.999984
476	268	0.999997
476	265	0.999889
476	239	0.999622
476	304	0.999916
476	237	0.999771
476	238	0.999996
476	455	0.999679
476	204	0.999646
476	159	0.99988
476	314	0.999648
476	215	0.999599
476	137	0.999712
476	472	0.999701
476	377	0.999869
476	262	0.999877
476	174	0.999935
476	459	0.999728
476	154	0.999726
476	168	0.999822
476	182	0.999821
476	237	0.999641
476	450	0.999848
476	218	0.999989
476	175	0.999732
476	439	0.999669
476	124	0.999854
476	360	0.999659
476	354	0.9998
476	310	0.9998
476	400	0.999798
476	187	0.999728
476	216	0.999593
476	376	0.999667
476	368	0.999745
476	372	0.999661
476	183	0.999779
476	362	0.999813
476	237	0.999935
476	288	0.999662
476	280	0.999844
476	296	0.999622
476	331	0.999813
476	263	0.999702
476	467	0.999686
476	308	0.999961
476	338	0.999596
476	440	0.999698
476	395	0.999865
476	199	0.999677
476	332	0.99962
476	314	0.999799
476	196	0.999847
476	286	0.99982
476	211	0.999868
476	465	0.999669
476	194	0.999899
476	409	0.999822
476	446	0.999656
476	462	0.999734
476	392	0.999804
476	177	0.999676
476	306	0.999665
476	139	0.999608
476	256	0.999771
476	415	0.9997
476	390	0.999651
476	412	0.999844
476	468	0.999788
476	125	0.99985
476	379	0.999764
476	201	0.999996
476	359	0.999984
476	385	0.999976
476	145	0.999695
476	181	0.999631
476	377	0.999993
476	172	0.999663
476	277	0.999681
476	178	0.999697
476	344	0.999836
476	231	0.999808
476	229	0.999889
476	330	0.99967
476	464	0.999851
476	448	0.999744
476	404	0.999663
476	194	0.999655
476	156	0.999599
476	239	0.999879
476	124	0.999954
476	374	0.999913
476	169	0.999728
476	388	0.999904
476	323	0.999998
476	245	0.999748
476	450	0.999752
476	335	0.99965
476	167	0.999966
476	222	0.999918
476	189	0.999772
476	321	0.999939
476	200	0.999598
476	308	0.999763
476	439	0.999694
476	155	0.999933
476	406	0.999926
476	234	0.999776
476	323	0.999767
476	316	0.999768
476	240	0.999898
476	386	0.999851
476	128	0.999878
476	206	0.999851
476	143	0.999995
476	154	0.999739
476	130	0.999974
476	355	0.9998
476	404	0.999821
476	365	0.999794
476	278	0.999979
476	359	0.999604
476	180	0.999621
476	351	0.999812
476	242	0.999709
476	293	0.999719
476	249	0.999989
476	306	0.999662
476	353	0.99987
476	355	0.999972
476	153	0.999891
476	278	0.999937
476	332	0.999904
476	300	0.99976
476	435	0.999637
476	239	0.999614
476	464	0.999875
476	308	0.999807
476	383	0.999905
476	228	0.99978
476	131	0.999889
476	129	0.999602
476	160	0.999818
476	450	0.999974
476	353	0.999845
