4500
485	339	0.999786
364	275	0.999931
208	202	0.999729
153	95	0.999622
478	410	0.999613
388	184	0.99967
103	51	0.999935
467	207	0.999963
322	225	0.999915
386	181	0.999844
50	46	0.99971
130	124	0.999886
103	66	0.999696
132	93	0.999922
222	144	0.999818
79	54	0.999713
494	408	0.99973
347	312	0.999815
392	354	0.999588
340	156	0.999612
447	238	0.999785
180	72	0.999978
482	331	0.999886
87	72	0.999841
237	138	0.999887
172	127	0.999612
386	325	0.999806
437	218	0.999594
358	212	0.999895
118	54	0.999808
424	406	0.999989
432	336	0.999835
143	114	0.999636
271	257	0.999983
339	281	0.999864
123	95	0.999634
435	296	0.999963
67	42	0.999676
452	301	0.999944
330	304	0.999953
336	230	0.999648
468	342	0.999953
263	237	0.999724
222	160	0.999933
129	54	0.99999
373	161	0.999907
495	227	0.999621
398	202	0.99962
399	378	0.999677
317	128	0.999748
294	238	0.99972
212	147	0.999864
95	57	0.999658
354	257	0.999728
149	105	0.999913
99	50	0.999849
293	271	0.999621
453	225	0.999831
369	220	0.999609
433	359	0.999807
302	199	0.99985
394	382	0.999706
143	89	0.999914
206	203	0.99999
379	277	0.99978
218	183	0.999649
165	89	0.999972
475	316	0.999992
367	355	0.999849
171	101	0.999652
435	371	0.99974
440	214	0.999865
184	159	0.999703
247	183	0.999694
328	180	0.99968
257	160	0.999843
472	325	0.999603
235	146	0.999644
496	342	0.999763
215	107	0.999861
481	349	0.99966
298	178	0.999993
108	46	0.9996
146	118	0.999749
62	31	0.999771
219	121	0.999601
261	175	0.999623
419	310	0.999956
212	178	0.999771
372	367	0.999868
222	199	0.999678
205	138	0.999679
252	232	0.999697
116	50	0.999697
439	233	0.999701
185	176	0.999656
411	221	0.999988
410	175	0.999855
292	119	1
74	63	0.999994
82	77	0.999666
354	288	0.999738
88	37	0.999897
208	185	0.999955
57	26	0.999657
370	195	0.999603
364	201	0.999943
452	357	0.99972
74	30	0.999905
496	283	0.999963
390	315	0.999591
158	145	0.999814
286	271	0.999764
83	40	0.999637
185	81	0.999818
62	49	0.99983
62	25	0.999603
272	118	0.999633
157	129	0.999755
226	107	0.999762
246	192	0.999631
337	208	0.999646
302	230	0.999673
451	398	0.999666
297	203	0.999814
201	150	0.999675
426	414	0.999633
295	143	0.999859
273	237	0.999992
76	49	0.999797
252	208	0.999968
422	320	0.999925
56	50	0.999622
337	319	0.999592
366	237	0.999879
231	125	0.999873
357	183	0.999787
105	98	0.999845
101	45	0.999985
357	285	0.999862
66	36	0.999709
330	255	0.999842
85	44	0.999916
136	121	0.999651
289	243	0.999802
350	338	0.999716
248	201	0.999716
305	211	0.999946
139	132	0.999982
133	119	0.999878
441	236	0.99988
78	33	0.999774
368	162	0.999771
242	182	0.999748
110	83	0.999814
181	144	0.999731
409	340	0.999662
84	36	0.999825
368	183	0.999852
422	205	0.999864
236	117	0.99971
205	87	0.999976
228	208	0.999702
171	105	0.999669
437	313	0.999876
338	322	0.99965
147	66	0.999844
115	58	0.999921
294	238	0.999882
150	81	0.999717
495	251	0.999616
418	245	0.999849
113	78	0.999717
247	228	0.999617
170	110	0.999725
352	248	0.999993
203	89	0.999877
440	344	0.999604
244	228	0.999957
262	225	0.999784
462	343	0.999989
147	142	0.999803
325	298	0.999871
369	217	0.999655
152	64	0.999809
185	120	0.999802
150	97	0.999979
114	56	0.999694
483	334	0.999828
231	105	0.999698
493	471	0.999719
96	64	0.999665
439	340	0.999621
283	215	0.999838
298	253	0.999869
143	133	0.999916
422	204	0.999778
98	40	0.999668
182	111	0.999794
176	100	0.999641
372	163	0.999599
211	138	0.999959
367	237	0.999689
415	250	0.999735
145	118	0.999893
216	120	0.999794
325	139	0.999722
464	384	0.999975
258	140	0.999992
448	353	0.999649
88	55	0.999623
429	286	0.999666
294	232	0.99967
323	247	0.999826
128	104	0.999752
259	237	0.99976
435	354	0.999719
392	176	0.999742
236	96	0.999983
390	302	0.999814
165	157	0.999916
252	125	0.999977
111	60	0.999768
436	207	0.999884
231	172	0.999716
323	144	0.999704
458	375	0.999842
310	174	0.999937
255	121	0.999606
306	217	0.999816
446	277	0.9997
471	203	0.999964
355	344	0.999922
93	59	0.999976
163	66	0.99988
391	245	0.999869
284	247	0.999981
103	86	0.999588
228	147	0.999652
328	136	0.999752
330	299	0.999773
62	53	0.999788
83	35	0.999717
163	118	0.999946
380	165	0.999809
373	279	0.999951
241	137	0.999969
369	239	0.999726
275	221	0.999747
426	341	0.999721
