7739.17
0.00556412
145
1	358	341	0.999375
1	261	186	0.999278
0	394	378	0.998413
1	260	133	0.998509
1	251	31	0.998509
0	409	394	0.996973
1	310	20	0.996877
0	383	347	0.995822
1	458	130	0.994481
0	364	362	0.995487
1	382	51	0.994338
1	287	115	0.99563
1	313	19	0.995056
0	248	226	0.995583
1	367	20	0.993238
0	294	250	0.994242
1	116	36	0.997693
1	186	30	0.996014
0	471	407	0.989612
0	284	228	0.992903
0	484	391	0.987566
0	355	287	0.99066
1	464	286	0.986569
1	169	31	0.995056
1	266	51	0.991423
0	388	363	0.986996
1	114	47	0.995678
1	188	7	0.992712
0	491	397	0.980699
1	413	170	0.983204
1	361	146	0.984861
1	370	93	0.983724
0	362	324	0.983866
0	87	62	0.996062
0	488	430	0.977966
0	483	331	0.977307
0	363	249	0.982683
1	486	169	0.976555
1	356	48	0.982069
0	310	233	0.98415
1	368	103	0.980746
1	426	123	0.976273
0	328	245	0.981596
1	395	25	0.977636
0	311	291	0.981833
1	199	99	0.987851
0	70	36	0.995535
0	205	149	0.986664
1	418	97	0.971867
0	492	263	0.966829
1	338	26	0.976884
0	329	279	0.977213
1	270	44	0.981124
0	234	230	0.983204
0	384	342	0.972662
1	495	111	0.963856
0	397	346	0.970698
0	65	49	0.995008
1	461	114	0.965388
1	315	59	0.975991
0	176	125	0.986331
0	326	192	0.97463
0	438	337	0.965109
0	300	261	0.975569
0	399	178	0.966969
0	481	310	0.960245
1	210	29	0.982069
1	496	46	0.957661
0	333	187	0.971166
0	346	305	0.969998
1	217	71	0.980841
1	313	104	0.972381
1	430	154	0.961725
0	152	120	0.986094
0	98	44	0.990946
0	467	426	0.958168
0	343	286	0.968925
0	462	231	0.95826
0	482	223	0.956509
0	98	53	0.990803
0	440	234	0.959552
0	264	105	0.975287
1	149	37	0.985525
1	378	41	0.963995
1	235	20	0.977025
0	326	261	0.965295
1	172	32	0.981218
0	238	187	0.974161
1	354	84	0.961216
0	402	336	0.955267
0	144	124	0.983251
0	382	257	0.956647
1	292	13	0.966503
0	275	249	0.967853
1	282	77	0.966969
1	189	30	0.977542
0	350	137	0.958629
0	342	282	0.958306
0	360	318	0.955819
0	251	148	0.967481
0	87	82	0.988042
0	194	145	0.973177
1	267	43	0.961447
0	122	48	0.981549
0	120	104	0.981691
1	100	10	0.984624
1	233	52	0.964598
0	91	67	0.984814
1	254	84	0.957568
0	266	185	0.955267
0	148	55	0.974068
0	264	237	0.954256
0	219	158	0.961308
0	185	73	0.967108
1	155	37	0.971446
0	124	51	0.975897
1	154	11	0.970138
0	161	72	0.968272
0	161	125	0.968179
0	193	112	0.961817
1	208	61	0.958398
0	128	58	0.973365
0	178	146	0.959737
0	142	48	0.967108
0	193	125	0.954808
0	149	122	0.964598
1	118	25	0.970185
0	147	58	0.961262
0	149	114	0.95909
0	135	78	0.958491
1	138	41	0.957292
0	56	22	0.982022
0	112	35	0.964088
0	77	29	0.972756
0	62	44	0.977636
0	117	93	0.955083
0	104	93	0.956831
0	98	44	0.957522
1	97	22	0.957661
0	93	45	0.957338
0	93	39	0.956647
1	58	8	0.967574
0	56	25	0.966689
0	51	36	0.960476
0	50	31	0.959183
