582.079
0.000270675
30
1	448	268	0.97557
1	150	62	0.987376
0	467	286	0.856941
0	402	338	0.857439
1	440	202	0.818055
1	187	64	0.877143
0	464	240	0.729416
0	381	145	0.743411
0	439	284	0.671885
1	333	79	0.68742
0	393	115	0.634324
0	178	109	0.790365
0	81	58	0.844683
0	254	132	0.601014
0	404	78	0.47611
0	157	54	0.668425
0	268	45	0.500074
1	390	34	0.375501
0	303	56	0.403095
0	270	37	0.428323
0	398	65	0.296886
1	161	8	0.479204
0	50	11	0.696899
0	103	40	0.504858
0	55	26	0.597819
0	332	41	0.175648
0	66	6	0.233751
0	187	14	0.0842997
0	267	8	0.0353658
0	156	1	0.0173663
