9104.39
0.295089
5500
1	309	184	0.98987
0	309	243	0.989597
0	309	274	0.989448
1	309	32	0.989105
0	309	277	0.988826
1	309	91	0.988539
0	309	248	0.988337
1	309	154	0.988012
0	309	245	0.987566
0	309	246	0.987442
1	309	38	0.987114
1	309	47	0.986995
0	309	192	0.986911
0	309	195	0.986776
1	309	4	0.986768
0	309	284	0.986735
1	309	120	0.986533
1	309	21	0.986478
0	309	239	0.986464
0	309	163	0.986441
1	309	18	0.986376
0	309	291	0.986158
0	309	263	0.985683
1	309	135	0.985637
0	309	253	0.985626
0	309	300	0.985519
1	309	21	0.985061
1	309	114	0.984982
1	309	53	0.984785
0	309	303	0.984727
0	309	148	0.984494
1	309	85	0.984312
1	309	79	0.984073
0	309	140	0.983889
1	309	48	0.983399
0	309	232	0.983079
0	309	236	0.982662
0	309	181	0.98263
1	309	111	0.982508
1	309	67	0.982457
1	309	67	0.982138
1	309	95	0.982124
1	309	72	0.98195
1	309	57	0.981841
0	309	301	0.981755
0	309	244	0.981725
0	309	149	0.981723
1	309	5	0.981526
0	309	260	0.981388
0	309	124	0.981368
1	309	56	0.98128
1	309	42	0.981242
0	309	275	0.981023
0	309	104	0.980736
0	309	175	0.980382
0	309	250	0.980196
0	309	142	0.979509
0	309	221	0.97948
1	309	1	0.979385
0	309	161	0.979166
0	309	300	0.97887
0	309	168	0.97879
0	309	203	0.978582
0	309	257	0.978396
0	309	262	0.978158
0	309	228	0.978142
1	309	53	0.978013
1	309	12	0.977871
0	309	137	0.977731
0	309	198	0.977715
0	309	118	0.977674
0	309	197	0.977579
0	309	97	0.977553
0	309	228	0.977457
0	309	90	0.977315
1	309	21	0.977188
1	309	14	0.977136
1	309	57	0.976955
0	309	267	0.976934
0	309	248	0.976502
1	309	35	0.976244
0	309	179	0.976079
0	309	102	0.975265
1	309	19	0.975046
1	309	53	0.974811
0	309	290	0.974382
0	309	265	0.974337
1	309	55	0.974191
0	309	241	0.973925
1	309	20	0.973886
1	309	20	0.973858
0	309	194	0.973786
1	309	72	0.973741
0	309	166	0.973468
1	309	23	0.97341
0	309	106	0.972819
0	309	215	0.972582
0	309	240	0.972378
1	309	24	0.972048
0	309	155	0.972016
0	309	118	0.972007
1	309	22	0.971914
0	309	234	0.971842
0	309	119	0.971483
1	309	30	0.971122
1	309	34	0.9707
0	309	211	0.970427
0	309	207	0.970282
0	309	80	0.970225
0	309	200	0.969848
0	309	188	0.969775
0	309	85	0.969671
0	309	126	0.969483
0	309	145	0.969336
0	309	146	0.969082
0	309	270	0.969069
0	309	233	0.96901
0	309	122	0.96892
0	309	119	0.968827
0	309	70	0.968702
0	309	141	0.968693
0	309	234	0.968515
0	309	277	0.968493
0	309	162	0.968349
0	309	182	0.968238
0	309	263	0.968237
0	309	70	0.968171
0	309	73	0.967644
1	309	26	0.967514
0	309	93	0.967314
0	309	89	0.967185
0	309	287	0.967137
0	309	250	0.967059
0	309	147	0.966923
0	309	137	0.966799
0	309	123	0.966113
1	309	31	0.965878
0	309	83	0.965674
0	309	194	0.965555
1	309	23	0.965187
0	309	85	0.965183
0	309	291	0.964724
1	309	16	0.964704
0	309	61	0.964394
0	309	137	0.964268
0	309	228	0.964268
0	309	95	0.963943
0	309	185	0.963928
0	309	116	0.963728
0	309	274	0.963657
0	309	57	0.963507
0	309	243	0.963282
0	309	280	0.963229
0	309	240	0.963171
0	309	185	0.963166
0	309	154	0.963085
1	309	30	0.963067
0	309	55	0.963004
0	309	99	0.962957
1	309	7	0.962918
0	309	116	0.962793
0	309	219	0.962404
0	309	107	0.962368
0	309	115	0.962293
0	309	231	0.962256
0	309	61	0.962196
0	309	246	0.962162
0	309	165	0.9621
0	309	199	0.961884
0	309	53	0.961735
1	309	29	0.961683
0	309	95	0.961652
0	309	251	0.961424
0	309	223	0.961401
0	309	205	0.961401
0	309	117	0.961024
0	309	63	0.960874
0	309	211	0.960491
1	309	24	0.960244
1	309	33	0.959779
0	309	192	0.959449
0	309	228	0.959302
0	309	109	0.959257
0	309	169	0.958956
0	309	281	0.958834
0	309	50	0.958666
1	309	6	0.958599
0	309	165	0.958204
0	309	74	0.958155
0	309	220	0.958034
1	309	36	0.957983
0	309	231	0.957641
0	309	99	0.957356
0	309	138	0.957119
0	309	292	0.957093
0	309	118	0.956712
0	309	191	0.956451
0	309	265	0.956417
0	309	181	0.95638
0	309	164	0.956019
0	309	255	0.95589
0	309	168	0.955824
0	309	53	0.955676
0	309	242	0.95557
0	309	145	0.95535
0	309	74	0.955266
0	309	261	0.954795
0	309	284	0.954794
0	309	207	0.954558
0	309	248	0.954168
0	309	213	0.954119
0	309	210	0.95409
1	309	28	0.954064
0	309	191	0.953988
0	309	125	0.953963
0	309	135	0.953813
0	309	100	0.953563
0	309	219	0.953406
0	309	98	0.953401
0	309	65	0.953368
0	309	247	0.953243
0	309	240	0.953106
0	309	44	0.95288
1	309	4	0.952877
0	309	76	0.952457
0	309	178	0.952423
0	309	92	0.95228
0	309	111	0.951933
0	309	242	0.951911
0	309	151	0.951842
0	309	259	0.951495
0	309	242	0.951145
0	309	247	0.950788
0	309	120	0.950734
0	309	270	0.950578
0	309	114	0.950116
0	309	143	0.949705
0	309	254	0.949623
0	309	112	0.949124
0	309	264	0.948934
1	309	14	0.948671
0	309	265	0.948452
0	309	210	0.948145
1	309	27	0.947834
0	309	116	0.947789
