100
477	49	0.199522
499	191	0.402993
398	6	0.0273841
329	183	0.653605
359	5	0.293738
129	35	0.377605
344	28	0.629739
266	111	0.93199
168	15	0.152383
386	20	0.0628952
322	52	0.231973
258	38	0.586156
79	1	0.0736987
64	22	0.415845
300	66	0.942733
287	135	0.823794
190	35	0.855747
446	113	0.271292
430	3	0.0408594
451	171	0.717707
182	4	0.659647
150	62	0.90261
399	71	0.420345
390	98	0.838272
137	5	0.130975
70	1	0.345386
198	107	0.887809
80	7	0.198865
150	34	0.449129
75	1	0.0683702
448	328	0.807653
306	136	0.901285
410	12	0.0347501
219	59	0.36349
169	5	0.641129
316	120	0.561884
413	30	0.59046
438	116	0.509394
495	147	0.876019
492	191	0.451058
101	38	0.797806
106	8	0.103084
117	11	0.299116
205	104	0.528561
106	4	0.793377
263	172	0.959519
190	103	0.944163
295	4	0.0558146
448	312	0.970473
469	47	0.170295
400	121	0.326437
168	35	0.282962
107	63	0.924003
308	173	0.952078
92	35	0.493176
131	25	0.269705
432	182	0.773667
246	13	0.128137
87	14	0.256271
128	37	0.637044
210	10	0.0732636
135	8	0.73532
400	97	0.389918
440	312	0.710566
489	452	0.933254
468	92	0.601931
357	7	0.787628
486	15	0.463381
157	85	0.633911
362	150	0.871998
252	11	0.220763
306	72	0.484403
400	60	0.383594
58	7	0.194379
391	52	0.265488
258	4	0.0160785
488	4	0.0235711
305	26	0.7953
370	62	0.340706
392	275	0.926957
481	242	0.514214
374	9	0.653659
213	9	0.0573833
56	14	0.294437
446	12	0.312222
117	26	0.31729
117	10	0.160397
129	44	0.617551
341	140	0.540361
480	65	0.921041
205	61	0.500088
471	423	0.989266
116	50	0.694624
107	40	0.435288
72	21	0.742715
319	2	0.252752
74	1	0.0414941
88	9	0.690195
335	76	0.38304
160	3	0.0922952
