2731.71
1200.4
1.03028
0.219231
60
1	194	139	0.999379
1	194	139	0.998551
1	194	77	0.998033
1	194	15	0.99669
1	194	41	0.996071
1	194	101	0.995555
1	194	74	0.993082
1	194	76	0.989385
1	194	85	0.985396
0	194	162	0.984069
1	194	91	0.982134
1	194	30	0.981524
0	194	139	0.981015
0	194	140	0.976756
1	194	18	0.975441
0	194	131	0.970703
1	194	49	0.970602
1	194	55	0.968794
0	194	156	0.966488
0	194	171	0.965287
1	194	77	0.963089
1	194	26	0.96259
0	194	186	0.959404
0	194	88	0.958808
1	194	24	0.958113
0	194	90	0.956625
0	194	98	0.955734
0	194	168	0.955239
1	194	68	0.954843
0	194	112	0.954249
0	194	178	0.950795
0	194	127	0.9505
1	194	12	0.950204
0	194	88	0.949417
0	194	132	0.948631
0	194	107	0.948434
1	194	19	0.947845
1	194	41	0.946471
0	194	79	0.944903
0	194	164	0.94119
1	194	65	0.940508
0	194	115	0.938561
1	194	53	0.938561
0	194	79	0.936812
0	194	71	0.93623
0	194	146	0.935358
0	194	65	0.928406
0	194	143	0.927157
0	194	165	0.92706
1	194	21	0.9261
1	194	33	0.922844
0	194	57	0.920647
1	194	13	0.914942
0	194	123	0.914089
1	194	20	0.909649
0	194	125	0.909272
1	194	20	0.908801
1	194	43	0.907296
0	194	131	0.904574
1	194	36	0.90158
